record,idx,peak_val,width,rise_fall,rr_prev_ms,beat_count,sqi,motion,bpm,tp,nearest_gold_ms,nearest_gold_abs_ms
50,336,26115.84056707023,14,11.0,544.0,2,0.9999974563839129,0,0,False,-806.0,806.0
50,725,521.3481348788691,28,25.0,778.0,3,0.9988507707699673,0,0,True,-28.0,28.0
50,1164,877.5133797574487,15,12.0,878.0,4,0.994251093886829,0,0,True,-44.0,44.0
50,1600,673.1460346221452,15,12.0,872.0,5,0.9845123322893308,0,0,True,-48.0,48.0
50,2035,727.7645030650696,17,14.0,870.0,6,0.9689229563152302,0,0,True,-36.0,36.0
50,2463,880.5651606003936,16,13.0,856.0,7,0.9630484517544765,0,0,True,-42.0,42.0
50,2891,1089.3957286640414,17,14.0,856.0,8,0.9559715960986465,0,0,True,-32.0,32.0
50,3308,782.74040329136,16,13.0,834.0,9,0.9495504569593741,0,0,True,-42.0,42.0
50,3729,630.6252148121893,16,13.0,842.0,10,0.9436540863893461,0,0,True,-38.0,38.0
50,4153,521.3112471899926,21,18.0,848.0,11,0.9404869801142733,0,0,True,-30.0,30.0
50,4575,634.8130936398252,20,17.0,844.0,12,0.9359719715263788,0,0,False,814.0,814.0
51,52,16945.682122131726,18,15.0,0.0,1,0.4390850455333388,0,0,False,-1668.0,1668.0
51,578,20200.154074641017,13,10.0,1052.0,2,0.990133232807962,0,0,False,-616.0,616.0
51,905,1853.4814977886283,10,7.0,654.0,3,0.9872755083219956,0,0,True,38.0,38.0
51,1460,1785.761204501602,10,7.0,1110.0,4,0.979908906638879,0,0,True,42.0,42.0
51,1916,24233.621826843657,14,11.0,912.0,5,0.974832874633386,0,0,True,90.0,90.0
51,2277,26940.10574895965,13,10.0,722.0,6,0.9831833171894546,0,0,True,88.0,88.0
51,3003,21136.028247603237,13,10.0,1452.0,7,0.9890332187709019,0,0,True,92.0,92.0
51,3264,18995.42873591586,13,10.0,522.0,8,0.986733972454632,0,0,True,88.0,88.0
51,4081,19639.228489037654,13,10.0,1634.0,9,0.9909200339904883,0,0,True,82.0,82.0
51,4495,20098.97189221975,13,10.0,828.0,10,0.9927236465577004,0,0,True,84.0,84.0
51,4896,18753.00989673258,13,10.0,802.0,11,0.9896966852358262,0,0,False,886.0,886.0
52,61,78.3577179889111,18,15.0,0.0,1,0.43749421697298135,0,0,False,-932.0,932.0
52,311,327.7056352397866,120,118.0,500.0,2,0.9999972183739395,0,0,False,-432.0,432.0
52,570,18919.553977402164,17,14.0,518.0,3,0.9949211626088246,0,0,True,86.0,86.0
52,872,580.054149273581,15,12.0,604.0,4,0.9990620585755587,0,0,False,-188.0,188.0
52,1117,615.6400546370323,34,31.0,490.0,5,0.9996684846252829,0,0,False,302.0,302.0
52,1444,4041.2914729872073,11,8.0,654.0,6,0.9741306370964209,0,0,True,38.0,38.0
52,1901,23445.44404949962,17,14.0,914.0,7,0.9361769195764924,0,0,True,86.0,86.0
52,2379,12785.261916684429,18,15.0,956.0,8,0.9369657851122143,0,0,True,90.0,90.0
52,2820,5131.387418075508,10,7.0,882.0,9,0.9294320883151846,0,0,True,40.0,40.0
52,3282,5428.565963947076,10,7.0,924.0,10,0.9149067398322133,0,0,True,40.0,40.0
52,3676,3119.495371592456,10,7.0,788.0,11,0.9094232182382436,0,0,True,38.0,38.0
52,4145,3526.3548339916015,10,7.0,938.0,12,0.9048298968619529,0,0,True,40.0,40.0
52,4587,20316.74986485752,17,14.0,884.0,13,0.897566376778246,0,0,False,924.0,924.0
53,50,507.6409583760007,31,28.0,0.0,1,0.43954985172910005,0,0,False,-1062.0,1062.0
53,306,576.0208524200787,30,27.0,512.0,2,0.9985464489735841,0,0,False,-550.0,550.0
53,564,331.739107116384,35,32.0,516.0,3,0.9966440851293574,0,0,True,-34.0,34.0
53,1023,396.22486706744894,17,14.0,918.0,4,0.9878811784885309,0,0,True,-68.0,68.0
53,1269,593.2394597093152,31,28.0,492.0,5,0.9855718758474045,0,0,False,424.0,424.0
53,1520,303.6074503478429,35,32.0,502.0,6,0.9855250232043714,0,0,True,-34.0,34.0
53,1988,319.9171361744708,15,12.0,936.0,7,0.9782090740041628,0,0,True,-74.0,74.0
53,2237,511.7893616708883,32,29.0,498.0,8,0.9763612077044532,0,0,False,424.0,424.0
53,2477,302.859697355402,16,13.0,480.0,9,0.965792978038873,0,0,True,-76.0,76.0
53,2727,628.6510402438063,32,29.0,500.0,10,0.9637870571885048,0,0,False,424.0,424.0
53,2975,293.28681799352273,35,32.0,496.0,11,0.9648247895575747,0,0,True,-36.0,36.0
53,3430,301.97192939262044,15,12.0,910.0,12,0.9578428569423244,0,0,True,-72.0,72.0
53,3677,654.0273300327772,32,29.0,494.0,13,0.9558331945731174,0,0,False,422.0,422.0
53,3922,351.4743153131697,35,32.0,490.0,14,0.9588843458925069,0,0,True,-32.0,32.0
53,4178,217.13012648148953,69,66.0,512.0,15,0.957058163671526,0,0,False,-468.0,468.0
53,4458,21770.40977904912,22,19.0,560.0,16,0.9545335614659158,0,0,True,92.0,92.0
53,4911,5990.316933826421,9,6.0,906.0,17,0.9752416963715029,0,0,False,998.0,998.0
54,59,27511.32208040867,15,12.0,0.0,1,0.4377871608034962,0,0,False,-1036.0,1036.0
54,618,23049.805722273042,15,12.0,1118.0,2,0.989244117177374,0,0,True,82.0,82.0
54,1168,27993.749947993732,15,12.0,1100.0,3,0.9889616395104045,0,0,True,82.0,82.0
54,1722,26802.58561881003,14,11.0,1108.0,4,0.9902219121123738,0,0,True,82.0,82.0
54,2276,25864.86234938525,14,11.0,1108.0,5,0.9913294743589222,0,0,True,82.0,82.0
54,2827,28960.043773124817,14,11.0,1102.0,6,0.9919337861393109,0,0,True,80.0,80.0
54,3394,25780.45260371751,15,12.0,1134.0,7,0.9931765098033917,0,0,True,82.0,82.0
54,3952,23192.493841643533,15,12.0,1116.0,8,0.9937024615116115,0,0,True,82.0,82.0
54,4509,28126.971108390513,15,12.0,1114.0,9,0.9945769139179995,0,0,False,1196.0,1196.0
55,50,342.75037854671865,16,13.0,0.0,1,0.43954985172910005,0,0,False,-1596.0,1596.0
55,301,60.458687223415765,13,10.0,502.0,2,0.9817249142006181,0,0,False,-1094.0,1094.0
55,865,2267.2994117990957,11,8.0,1128.0,3,0.9893612394232189,0,0,True,34.0,34.0
55,1363,2263.55819954474,11,8.0,996.0,4,0.9831041713039341,0,0,True,34.0,34.0
55,1855,2477.921891991143,11,8.0,984.0,5,0.9770214138231359,0,0,True,34.0,34.0
55,2342,2136.450418440183,10,7.0,974.0,6,0.9736200167753984,0,0,True,32.0,32.0
55,2827,2173.245132143965,11,8.0,970.0,7,0.9715068291256621,0,0,True,34.0,34.0
55,3301,2511.216206799715,11,8.0,948.0,8,0.9674661339953857,0,0,True,34.0,34.0
55,3784,2284.1717310617014,11,8.0,966.0,9,0.9682564816102684,0,0,True,34.0,34.0
55,4264,2116.2169219856305,11,8.0,960.0,10,0.9686968453690529,0,0,True,32.0,32.0
55,4743,2107.5118318840423,12,9.0,958.0,11,0.9673748061067197,0,0,False,990.0,990.0
56,55,194.17225576133268,21,18.0,0.0,1,0.43847141047936367,0,0,False,-1550.0,1550.0
56,399,106.63072866993825,33,30.0,688.0,2,0.9930679288686086,0,0,False,-862.0,862.0
56,871,26868.44687538233,15,12.0,944.0,3,0.9876553012601498,0,0,True,82.0,82.0
56,1270,6319.321279156545,10,7.0,798.0,4,0.993829104108708,0,0,True,40.0,40.0
56,1706,27499.60293850847,16,13.0,872.0,5,0.9854856797889878,0,0,True,82.0,82.0
56,2119,26089.262368216914,17,14.0,826.0,6,0.9879094869815688,0,0,True,84.0,84.0
56,2524,24799.359261963662,17,14.0,810.0,7,0.9782003308132736,0,0,True,84.0,84.0
56,2933,24867.93444367256,16,13.0,818.0,8,0.9743726286612111,0,0,True,82.0,82.0
56,3336,25644.79649506663,16,13.0,806.0,9,0.9754315613867748,0,0,True,84.0,84.0
56,3708,6746.846469975071,10,7.0,744.0,10,0.9772301746469371,0,0,True,40.0,40.0
56,4108,25321.6884145885,15,12.0,800.0,11,0.9729218182785949,0,0,True,82.0,82.0
56,4518,25662.669022489375,17,14.0,820.0,12,0.9738842908397072,0,0,True,84.0,84.0
56,4922,25737.598092887205,16,13.0,808.0,13,0.975672973602671,0,0,False,892.0,892.0
57,54,248.41000963244875,18,15.0,0.0,1,0.4386655579416643,0,0,False,-778.0,778.0
57,298,5.114276046456737,97,94.0,488.0,2,0.9999907203751162,0,0,False,-290.0,290.0
57,576,6.244495117214645,120,118.0,556.0,3,0.9999999257167381,0,0,False,266.0,266.0
57,865,30203.487119001442,17,14.0,578.0,4,0.99420084854989,0,0,True,84.0,84.0
57,1222,9873.880346648788,9,6.0,714.0,5,0.9936937540325256,0,0,True,42.0,42.0
57,1596,10467.109309805779,9,6.0,748.0,6,0.9920294320382295,0,0,True,42.0,42.0
57,1969,10176.979810967956,9,6.0,746.0,7,0.9904475306176455,0,0,True,42.0,42.0
57,2362,30986.068148289378,17,14.0,786.0,8,0.9898012164427379,0,0,True,84.0,84.0
57,2715,9512.159964343487,9,6.0,706.0,9,0.991182329073057,0,0,True,42.0,42.0
57,3086,9900.172810813794,10,7.0,742.0,10,0.9913139249217106,0,0,True,42.0,42.0
57,3477,30694.429597214585,21,18.0,782.0,11,0.9908801303154139,0,0,True,92.0,92.0
57,3813,10998.047291219767,9,6.0,672.0,12,0.9914525024552225,0,0,True,42.0,42.0
57,4197,30681.811968931648,17,14.0,768.0,13,0.9909573148183205,0,0,True,84.0,84.0
57,4535,10193.576995458132,9,6.0,676.0,14,0.9914746908066219,0,0,True,42.0,42.0
57,4915,30250.159586638252,17,14.0,760.0,15,0.990516702937047,0,0,False,802.0,802.0
58,51,176.38924943637625,32,29.0,0.0,1,0.4393114895774276,0,0,False,-1288.0,1288.0
58,327,26.99073403759836,120,118.0,552.0,2,0.9999995404837552,0,0,False,-736.0,736.0
58,735,26904.62402490965,13,10.0,816.0,3,0.9934074322847066,0,0,True,80.0,80.0
58,1236,24585.726482162758,13,10.0,1002.0,4,0.98822360868659,0,0,True,80.0,80.0
58,1740,22192.92728098112,14,11.0,1008.0,5,0.9848098737865435,0,0,True,82.0,82.0
58,2221,4457.725417192716,10,7.0,962.0,6,0.9845325025117588,0,0,True,40.0,40.0
58,2723,23054.892051487423,13,10.0,1004.0,7,0.9835094065286027,0,0,True,80.0,80.0
58,3204,23342.118420173385,13,10.0,962.0,8,0.9832801847213555,0,0,True,80.0,80.0
58,3667,22926.548055428728,13,10.0,926.0,9,0.98385124854676,0,0,True,80.0,80.0
58,4086,21353.099523142715,14,11.0,838.0,10,0.9829819918778205,0,0,True,80.0,80.0
58,4512,20552.88137126409,13,10.0,852.0,11,0.9820936370065824,0,0,True,78.0,78.0
58,4976,4204.712436308022,10,7.0,928.0,12,0.9827364013910378,0,0,False,1006.0,1006.0
59,51,747.2113173990672,22,19.0,0.0,1,0.4393114895774276,0,0,False,-2168.0,2168.0
59,336,16.24542920479291,30,27.0,570.0,2,0.9999994455042329,0,0,False,-1598.0,1598.0
59,599,29988.397883571528,15,12.0,526.0,3,0.9999997897918244,0,0,False,-1072.0,1072.0
59,1149,7683.010729314827,14,11.0,1100.0,4,0.9818206444610061,0,0,True,28.0,28.0
59,1724,6987.227198060656,14,11.0,1150.0,5,0.9771156062712893,0,0,True,32.0,32.0
59,2285,5982.835204515615,15,12.0,1122.0,6,0.9646062058830489,0,0,True,32.0,32.0
59,2841,5832.580161078736,14,11.0,1112.0,7,0.9608005370300935,0,0,True,30.0,30.0
59,3389,5043.485282928335,15,12.0,1096.0,8,0.9586205138280846,0,0,True,32.0,32.0
59,3937,7243.442687003854,13,10.0,1096.0,9,0.9551688655515126,0,0,True,28.0,28.0
59,4489,7028.537827521303,14,11.0,1104.0,10,0.9455357115148919,0,0,False,1132.0,1132.0
60,71,20239.94689787333,12,9.0,0.0,1,0.4364061487360335,0,0,False,-1028.0,1028.0
60,622,18812.647080076065,12,9.0,1102.0,2,0.9912341945044372,0,0,True,74.0,74.0
60,1172,41641.49979299448,17,14.0,1100.0,3,0.9886082545641435,0,0,True,120.0,120.0
60,1487,43756.82844886305,17,14.0,630.0,4,0.9902691072279874,0,0,True,118.0,118.0
60,2131,17467.309145551502,12,9.0,1288.0,5,0.9900746741560864,0,0,True,72.0,72.0
60,2630,17656.20582064105,12,9.0,998.0,6,0.988317379046774,0,0,True,74.0,74.0
60,3148,18193.795978907216,12,9.0,1036.0,7,0.9908110589690731,0,0,True,72.0,72.0
60,3676,43863.90491273954,18,15.0,1056.0,8,0.9895094260642671,0,0,True,116.0,116.0
60,4162,18443.20535292387,12,9.0,972.0,9,0.9900834087800421,0,0,True,74.0,74.0
60,4685,43712.55444550338,18,15.0,1046.0,10,0.9905292746359989,0,0,False,1120.0,1120.0
61,58,8.756019537195828,11,8.0,0.0,1,0.4379452951249617,0,0,False,-1234.0,1234.0
61,324,27.137852821964078,120,118.0,532.0,2,0.9999991989261138,0,0,False,-702.0,702.0
61,694,5146.321295712503,10,7.0,740.0,3,0.9928609104609812,0,0,True,38.0,38.0
61,1165,5250.0295400229015,10,7.0,942.0,4,0.9852076771290028,0,0,True,38.0,38.0
61,1647,4729.061413315608,10,7.0,964.0,5,0.9808183000610672,0,0,True,38.0,38.0
61,2112,4838.906244127748,10,7.0,930.0,6,0.9769023138843514,0,0,True,38.0,38.0
61,2586,4924.724641910594,10,7.0,948.0,7,0.9738932536676416,0,0,True,38.0,38.0
61,3072,4975.172288540429,10,7.0,972.0,8,0.9731988883133481,0,0,True,38.0,38.0
61,3552,4985.070790267671,10,7.0,960.0,9,0.9727459817014983,0,0,True,38.0,38.0
61,4041,4658.203403354309,10,7.0,978.0,10,0.9744621279368119,0,0,True,38.0,38.0
61,4545,27905.94637756924,14,11.0,1008.0,11,0.9737900465757879,0,0,False,1046.0,1046.0
62,75,101.69048747899741,39,36.0,0.0,1,0.4361049922056679,0,0,False,-1498.0,1498.0
62,353,207.6156661335486,16,13.0,556.0,2,0.9999959896684931,0,0,False,-942.0,942.0
62,603,626.3313320054606,66,63.0,500.0,3,0.9999999319310409,0,0,False,-442.0,442.0
62,844,9662.549942533784,10,7.0,482.0,4,0.9948783897132555,0,0,True,40.0,40.0
62,1286,36462.59072609224,17,14.0,884.0,5,0.9846537955210262,0,0,True,86.0,86.0
62,1713,36769.431378174675,16,13.0,854.0,6,0.975288671103699,0,0,True,86.0,86.0
62,2140,37751.1288212596,16,13.0,854.0,7,0.9750626809458526,0,0,True,84.0,84.0
62,2572,38728.459403753426,17,14.0,864.0,8,0.9752420700714316,0,0,True,86.0,86.0
62,3013,36466.58834985988,16,13.0,882.0,9,0.9791038201415452,0,0,True,84.0,84.0
62,3446,38426.02916227241,16,13.0,866.0,10,0.9796466796752537,0,0,True,84.0,84.0
62,3882,38058.30946964465,16,13.0,872.0,11,0.9822514315068214,0,0,True,84.0,84.0
62,4321,36637.4341754034,17,14.0,878.0,12,0.9819192052296217,0,0,True,86.0,86.0
62,4750,38309.3236739796,16,13.0,858.0,13,0.9847950443315566,0,0,False,944.0,944.0
63,58,1.1631421490090728,32,29.0,0.0,1,0.4379452951249617,0,0,False,-1180.0,1180.0
63,319,35004.904527684455,16,13.0,522.0,2,0.9999841378917608,0,0,False,-658.0,658.0
63,667,8628.102430410643,9,6.0,696.0,3,0.984535884629591,0,0,True,38.0,38.0
63,1058,8821.700124255089,9,6.0,782.0,4,0.9733171222028661,0,0,True,38.0,38.0
63,1502,36698.21776072042,16,13.0,888.0,5,0.9668722404500121,0,0,True,82.0,82.0
63,1945,37656.05639729615,15,12.0,886.0,6,0.970053956130088,0,0,True,80.0,80.0
63,2364,37883.604262556415,16,13.0,838.0,7,0.9720921733210235,0,0,True,82.0,82.0
63,2807,9074.142772736006,9,6.0,886.0,8,0.9749885522451928,0,0,True,40.0,40.0
63,3212,8689.134604363173,9,6.0,810.0,9,0.970914028023474,0,0,True,38.0,38.0
63,3583,8393.217162475154,9,6.0,742.0,10,0.9681698246151669,0,0,True,38.0,38.0
63,3993,35340.85300064662,16,13.0,820.0,11,0.9657494773877664,0,0,True,82.0,82.0
63,4414,9344.223113617014,9,6.0,842.0,12,0.972339377579118,0,0,True,40.0,40.0
63,4896,9426.525267041125,9,6.0,964.0,13,0.9756422244565242,0,0,False,1004.0,1004.0
64,52,641.6568869612355,30,27.0,0.0,1,0.4390850455333388,0,0,False,-1260.0,1260.0
64,329,217.93017649816252,17,14.0,554.0,2,0.9999995831794994,0,0,False,-706.0,706.0
64,647,1073.74793629929,18,15.0,636.0,3,0.998366672770855,0,0,True,-70.0,70.0
64,918,1614.5546434277626,71,68.0,542.0,4,0.9966883350145812,0,0,False,-466.0,466.0
64,1171,5509.071550153235,11,8.0,506.0,5,0.9925459413466511,0,0,True,40.0,40.0
64,1572,1055.9160481244796,17,14.0,802.0,6,0.9911186130635055,0,0,True,-74.0,74.0
64,1845,1871.1461258918814,73,70.0,546.0,7,0.9880817931979918,0,0,False,-428.0,428.0
64,2099,28192.902449302277,14,11.0,508.0,8,0.9716063594487957,0,0,True,80.0,80.0
64,2512,6551.0227934869945,10,7.0,826.0,9,0.9687436493856997,0,0,True,38.0,38.0
64,2929,6132.875409615405,11,8.0,834.0,10,0.9567075583203416,0,0,True,38.0,38.0
64,3362,5839.051229914235,11,8.0,866.0,11,0.9410866169718696,0,0,True,38.0,38.0
64,3816,6465.044436011731,11,8.0,908.0,12,0.9300896499266206,0,0,True,38.0,38.0
64,4293,6279.362538327052,10,7.0,954.0,13,0.9303654791065278,0,0,True,38.0,38.0
64,4793,6893.884115141484,11,8.0,1000.0,14,0.9312033546904565,0,0,False,1038.0,1038.0
65,63,31.33069154092429,12,9.0,0.0,1,0.4372298351659417,0,0,False,-932.0,932.0
65,304,202.9589145848678,120,118.0,482.0,2,0.9999974407015456,0,0,False,-450.0,450.0
65,552,4501.903686629893,9,6.0,496.0,3,0.9840183669704129,0,0,True,46.0,46.0
65,843,1372.8219657636014,23,20.0,582.0,4,0.9726138159409009,0,0,True,-78.0,78.0
65,1195,1328.7931839250286,29,26.0,704.0,5,0.9671998700442866,0,0,True,-74.0,74.0
65,1541,1352.2397084437384,23,20.0,692.0,6,0.9536613068369107,0,0,True,-76.0,76.0
65,1890,1259.713763634116,21,18.0,698.0,7,0.95861117156129,0,0,True,-78.0,78.0
65,2240,1227.2668649134434,20,17.0,700.0,8,0.9552506903156158,0,0,True,-70.0,70.0
65,2587,822.5566160672781,27,24.0,694.0,9,0.9407942003449401,0,0,True,-72.0,72.0
65,2931,1397.2500994701109,20,17.0,688.0,10,0.9299729731746738,0,0,True,-76.0,76.0
65,3280,1085.3307411725766,23,20.0,698.0,11,0.9219145172774433,0,0,True,-76.0,76.0
65,3647,1615.4269476288327,32,29.0,734.0,12,0.9201275783787981,0,0,True,-32.0,32.0
65,3973,1089.4929945283297,15,12.0,652.0,13,0.9169680355420691,0,0,True,-76.0,76.0
65,4317,1221.5468085703965,19,16.0,688.0,14,0.9090487050929617,0,0,True,-80.0,80.0
65,4684,1248.051353425664,37,34.0,734.0,15,0.9191419212203695,0,0,False,654.0,654.0
66,52,7096.396309893115,28,25.0,0.0,1,0.4390850455333388,0,0,False,-1780.0,1780.0
66,298,192.16964437198763,32,29.0,492.0,2,0.9942685788786817,0,0,False,-1288.0,1288.0
66,559,884.3740639144478,71,68.0,522.0,3,0.9956028533274645,0,0,False,-766.0,766.0
66,917,262.85094608125996,26,23.0,716.0,4,0.9941759318599884,0,0,True,-50.0,50.0
66,1178,942.5293277620146,72,69.0,522.0,5,0.9943291998385887,0,0,False,472.0,472.0
66,1580,7177.2179383459425,10,7.0,804.0,6,0.9807970860595185,0,0,True,40.0,40.0
66,1897,1288.2384769701662,14,11.0,634.0,7,0.9830436524413257,0,0,True,-44.0,44.0
66,2153,747.1324412088387,71,68.0,512.0,8,0.9803147782610134,0,0,False,468.0,468.0
66,2690,488.10935237662017,20,17.0,1074.0,9,0.9880239343795595,0,0,True,-58.0,58.0
66,2955,750.3657942735498,71,68.0,530.0,10,0.9850453429349191,0,0,False,472.0,472.0
66,3387,6542.504006734879,10,7.0,864.0,11,0.9781425972592891,0,0,True,40.0,40.0
66,3998,7951.94473861683,10,7.0,1222.0,12,0.9764080533236974,0,0,True,38.0,38.0
66,4618,7074.972801692553,10,7.0,1240.0,13,0.9813192112878116,0,0,False,1278.0,1278.0
67,58,2.561368436315655,34,31.0,0.0,1,0.4379452951249617,0,0,False,-1660.0,1660.0
67,338,59.88252462510523,29,26.0,560.0,2,0.999851506395392,0,0,False,-1100.0,1100.0
67,601,52.160075237115926,74,71.0,526.0,3,0.9999911594227582,0,0,False,-574.0,574.0
67,844,56.81031603681487,17,14.0,486.0,4,0.9978520842599885,0,0,True,-88.0,88.0
67,1085,247.5490046058378,21,18.0,482.0,5,0.9999743395697375,0,0,False,394.0,394.0
67,1471,38968.095159381286,16,13.0,772.0,6,0.9986340587286202,0,0,True,86.0,86.0
67,2024,37490.106178226924,17,14.0,1106.0,7,0.9973745312597925,0,0,True,88.0,88.0
67,2560,37997.873798723136,17,14.0,1072.0,8,0.9966571350400419,0,0,True,88.0,88.0
67,3074,37749.648961161365,16,13.0,1028.0,9,0.9970452997026784,0,0,True,88.0,88.0
67,3580,40344.65983199496,16,13.0,1012.0,10,0.9973610272521097,0,0,True,86.0,86.0
67,4098,39595.6443336925,16,13.0,1036.0,11,0.9975293120047855,0,0,True,86.0,86.0
67,4629,37388.42849006875,16,13.0,1062.0,12,0.9976950710510252,0,0,False,1148.0,1148.0
68,60,78.50945592334597,31,28.0,0.0,1,0.437636933198104,0,0,False,-944.0,944.0
68,352,9.902063180509758,120,118.0,584.0,2,0.999995693129776,0,0,False,-360.0,360.0
68,672,44.09770936360002,18,15.0,640.0,3,0.9999999554466931,0,0,False,280.0,280.0
68,1045,39328.60551247137,15,12.0,746.0,4,0.9978741870456935,0,0,True,78.0,78.0
68,1510,38999.401026412816,15,12.0,930.0,5,0.9957097058349925,0,0,True,80.0,80.0
68,1960,9180.975440235543,10,7.0,900.0,6,0.995308599426264,0,0,True,36.0,36.0
68,2438,39498.16936389467,15,12.0,956.0,7,0.9939358445721971,0,0,True,78.0,78.0
68,2887,41484.871584008826,15,12.0,898.0,8,0.9939780368021712,0,0,True,80.0,80.0
68,3348,39806.12516617405,15,12.0,922.0,9,0.99448185046883,0,0,True,78.0,78.0
68,3810,39343.76374753162,15,12.0,924.0,10,0.9946583779368513,0,0,True,80.0,80.0
68,4263,38419.44410673199,15,12.0,906.0,11,0.9947725100983406,0,0,True,80.0,80.0
68,4688,9497.880030860088,10,7.0,850.0,12,0.9949861142818608,0,0,False,930.0,930.0
69,62,121.8529814891358,32,29.0,0.0,1,0.4373586365591149,0,0,False,-1342.0,1342.0
69,319,1073.32913551585,15,12.0,514.0,2,0.9999962155638431,0,0,False,-828.0,828.0
69,597,233.55098466638873,99,96.0,556.0,3,0.9999999159572024,0,0,False,-272.0,272.0
69,1132,4857.569172894572,10,7.0,1070.0,4,0.9808350380687219,0,0,True,40.0,40.0
69,1524,4723.378648091705,9,6.0,784.0,5,0.9685726527885133,0,0,True,38.0,38.0
69,1911,4477.547273683086,9,6.0,774.0,6,0.959605206160907,0,0,True,38.0,38.0
69,2294,4300.224563487793,10,7.0,766.0,7,0.9505093608170233,0,0,True,40.0,40.0
69,2673,4661.882258339417,9,6.0,758.0,8,0.9425307259239764,0,0,True,38.0,38.0
69,3055,4770.779429421466,9,6.0,764.0,9,0.9352560342458612,0,0,True,38.0,38.0
69,3444,4668.42891576914,10,7.0,778.0,10,0.9327825837777842,0,0,True,40.0,40.0
69,3828,4685.483996149063,9,6.0,768.0,11,0.9269342801344519,0,0,True,38.0,38.0
69,4207,4478.2495267015665,10,7.0,758.0,12,0.9223368652115702,0,0,True,40.0,40.0
69,4580,4889.6206591396885,10,7.0,746.0,13,0.9182942360641514,0,0,True,38.0,38.0
69,4955,5009.402385659499,9,6.0,750.0,14,0.9131134265964366,0,0,False,788.0,788.0
70,67,35792.41439612446,17,14.0,0.0,1,0.43677588995086836,0,0,False,-586.0,586.0
70,400,33251.404665627415,16,13.0,666.0,2,0.9905938647232263,0,0,True,80.0,80.0
70,713,8979.608243220006,9,6.0,626.0,3,0.9913427454080828,0,0,True,38.0,38.0
70,1072,34783.47874794425,16,13.0,718.0,4,0.9886925019775819,0,0,True,82.0,82.0
70,1390,9765.401143521633,10,7.0,636.0,5,0.9903714312614691,0,0,True,38.0,38.0
70,1748,36935.670064853024,16,13.0,716.0,6,0.9896017257499135,0,0,True,82.0,82.0
70,2086,36327.87651318542,16,13.0,676.0,7,0.9908229009918464,0,0,True,82.0,82.0
70,2426,35144.957704857785,16,13.0,680.0,8,0.991293345225379,0,0,True,82.0,82.0
70,2760,35115.158049566424,16,13.0,668.0,9,0.9921901581979122,0,0,True,82.0,82.0
70,3065,8909.176179854807,9,6.0,610.0,10,0.9927200295601408,0,0,True,38.0,38.0
70,3387,8802.242264863813,10,7.0,644.0,11,0.992340780255734,0,0,True,38.0,38.0
70,3730,34307.54009510255,16,13.0,686.0,12,0.9918513652137344,0,0,True,82.0,82.0
70,4053,35109.05385257013,16,13.0,646.0,13,0.992122889021633,0,0,True,82.0,82.0
70,4385,36519.77225209473,16,13.0,664.0,14,0.9923581394318195,0,0,True,82.0,82.0
70,4736,36944.18997267141,16,13.0,702.0,15,0.9926014388655992,0,0,False,784.0,784.0
71,60,9482.041928039947,9,6.0,0.0,1,0.437636933198104,0,0,False,-982.0,982.0
71,520,256.6783333811064,20,17.0,920.0,2,0.9812704840871768,0,0,True,-62.0,62.0
71,1007,497.51672491399825,18,15.0,974.0,3,0.9721957672437425,0,0,True,-60.0,60.0
71,1495,299.25916240782783,19,16.0,976.0,4,0.9654253054426103,0,0,True,-60.0,60.0
71,2007,307.3786153412362,19,16.0,1024.0,5,0.9679924177885595,0,0,True,-62.0,62.0
71,2557,423.02764839953954,18,15.0,1100.0,6,0.9601858675569696,0,0,True,-62.0,62.0
71,3118,271.2081639632487,20,17.0,1122.0,7,0.9641995093521231,0,0,True,-60.0,60.0
71,3663,359.86820725804375,17,14.0,1090.0,8,0.9655668288974785,0,0,True,-62.0,62.0
71,4197,377.25950331738494,16,13.0,1068.0,9,0.963641954008293,0,0,True,-62.0,62.0
71,4788,28511.487320580247,16,13.0,1182.0,10,0.9593236162438449,0,0,False,1120.0,1120.0
72,51,6808.16436438263,25,22.0,0.0,1,0.4393114895774276,0,0,False,-1560.0,1560.0
72,366,9530.744812839579,14,11.0,630.0,2,0.9960889252818043,0,0,False,-930.0,930.0
72,870,6498.267146842652,13,10.0,1008.0,3,0.9893196830850602,0,0,True,78.0,78.0
72,1372,9216.53680671319,13,10.0,1004.0,4,0.9785347041161231,0,0,True,78.0,78.0
72,1851,802.8345813471926,9,6.0,958.0,5,0.9810972068448904,0,0,True,38.0,38.0
72,2353,1248.2577970178686,9,6.0,1004.0,6,0.9730396761159917,0,0,True,40.0,40.0
72,2852,865.3682750126587,9,6.0,998.0,7,0.9652155472903559,0,0,True,38.0,38.0
72,3210,6710.176218072187,11,8.0,716.0,8,0.9547356171334345,0,0,True,72.0,72.0
72,3702,1070.6271849262762,8,5.0,984.0,9,0.9580441577561752,0,0,True,38.0,38.0
72,4237,5975.954424198926,27,24.0,1070.0,10,0.957250899992096,0,0,True,108.0,108.0
72,4704,1269.924215930884,9,6.0,934.0,11,0.9594624264718766,0,0,False,1042.0,1042.0
73,54,105.45627579637926,34,31.0,0.0,1,0.4386655579416643,0,0,False,-1542.0,1542.0
73,350,17343.538812305807,14,11.0,592.0,2,0.9999952929109011,0,0,False,-950.0,950.0
